isolate,treatment,replicate,group,variable,value
HS_5,inh,2,,GC,1.306
HS_3,con,3,,GC,1.043
HS_3,inh,3,,GC,0.929
HS_4,con,3,,GC,0.519
HS_4,inh,3,,GC,0.3
HS_5,con,3,,GC,1.371
HS_5,inh,3,,GC,1.29
HS_1,con,1,,SC,0.0
HS_1,inh,1,,SC,0.0
HS_2,con,1,,SC,0.0
HS_2,inh,1,,SC,0.0
HS_1,inh,2,,SC,-0.001
HS_1,con,2,,SC,0.0
HS_2,inh,2,,SC,0.001
HS_2,con,2,,SC,0.0
HS_1,con,3,,SC,-0.002
HS_1,inh,3,,SC,-0.001
HS_2,con,3,,SC,-0.002
HS_2,inh,3,,SC,0.0
HS_3,con,1,,SC,0.0
HS_3,inh,1,,SC,0.002
HS_4,con,1,,SC,-0.001
HS_4,inh,1,,SC,0.0
HS_5,con,1,,SC,0.001
HS_5,inh,1,,SC,-0.001
HS_3,con,2,,SC,0.0
HS_3,inh,2,,SC,0.001
HS_4,con,2,,SC,0.0
HS_4,inh,2,,SC,-0.001
HS_5,con,2,,SC,0.0
HS_5,inh,2,,SC,0.0
HS_3,con,3,,SC,0.0
HS_3,inh,3,,SC,0.0
HS_4,con,3,,SC,0.0
HS_4,inh,3,,SC,0.0
HS_5,con,3,,SC,0.0
HS_5,inh,3,,SC,0.001
