match,cleaned_filename,mismatch,positive,gaps,ppos,pident,qcovs,evalue,bitscore,sstart,send,species
1_002516,1_QZZQ01000007,24,8325,0,99.71,99.713,100,0.0,15285.0,1,8349,aeruginosa
1_002516,1_RWSS01000001,22,8327,0,99.74,99.736,100,0.0,15298.0,1,8349,aeruginosa
1_002516,1_LYTQ01000100,45,8304,0,99.46,99.461,100,0.0,15169.0,1,8349,aeruginosa
1_002516,1_LEHO01000001,22,8327,0,99.74,99.736,100,0.0,15296.0,1,8349,aeruginosa
1_002516,1_NSPB01000001,17,8332,0,99.8,99.796,100,0.0,15324.0,1,8349,aeruginosa
1_002516,1_LLTT01000001,17,8332,0,99.8,99.796,100,0.0,15324.0,1,8349,aeruginosa
1_002516,1_FRLE01000121,37,8312,0,99.56,99.557,100,0.0,15213.0,1,8349,aeruginosa
1_002516,1_KI914466,16,8333,0,99.81,99.80799999999999,100,0.0,15330.0,1,8349,aeruginosa
1_002516,1_LLPN01000001,34,8315,0,99.59,99.59299999999999,100,0.0,15230.0,1,8349,aeruginosa
1_002516,1_NQZG01000100,37,8312,0,99.56,99.557,100,0.0,15213.0,1,8349,aeruginosa
1_002516,1_RXUH01000001,45,8304,0,99.46,99.461,100,0.0,15169.0,1,8349,aeruginosa
1_002516,1_NSRO01000001,27,8322,0,99.68,99.677,100,0.0,15269.0,1,8349,aeruginosa
1_002516,1_CTCU01000001,52,8297,0,99.38,99.37700000000001,100,0.0,15130.0,1,8349,aeruginosa
1_002516,1_NSXT01000001,21,8328,0,99.75,99.74799999999999,100,0.0,15302.0,1,8349,aeruginosa
1_002516,1_KI519173,27,8322,0,99.68,99.677,100,0.0,15269.0,1,8349,aeruginosa
1_002516,1_JTNC01000001,24,8325,0,99.71,99.713,100,0.0,15285.0,1,8349,aeruginosa
1_002516,1_KI519160,28,8321,0,99.66,99.665,100,0.0,15263.0,1,8349,aeruginosa
1_002516,1_JTOM01000001,39,8310,0,99.53,99.53299999999999,100,0.0,15202.0,1,8349,aeruginosa
1_002516,1_MVBS01000001,26,8323,0,99.69,99.689,100,0.0,15274.0,1,8349,aeruginosa
1_002516,1_CAADLR010000001,29,8320,0,99.65,99.65299999999999,100,0.0,15258.0,1,8349,aeruginosa
1_002516,1_PSQR01000001,19,8330,0,99.77,99.772,100,0.0,15313.0,1,8349,aeruginosa
1_002516,1_FRIJ01000104,18,8331,0,99.78,99.78399999999999,100,0.0,15319.0,1,8349,aeruginosa
1_002516,1_MPVE01000001,51,8298,0,99.39,99.389,100,0.0,15136.0,1,8349,aeruginosa
1_002516,1_KI518886,41,8308,0,99.51,99.509,100,0.0,15191.0,1,8349,aeruginosa
1_002516,1_VIGZ01000100,31,8318,0,99.63,99.62899999999999,100,0.0,15247.0,1,8349,aeruginosa
1_002516,1_CAADOK010000001,24,8325,0,99.71,99.713,100,0.0,15285.0,1,8349,aeruginosa
1_002516,1_LLQJ01000001,22,8327,0,99.74,99.736,100,0.0,15296.0,1,8349,aeruginosa
1_002516,1_RWZX01000001,65,8284,0,99.22,99.221,100,0.0,15058.0,1,8349,aeruginosa
1_002516,1_JUAB01000001,22,8327,0,99.74,99.736,100,0.0,15296.0,1,8349,aeruginosa
1_002516,1_LEHH01000001,22,8327,0,99.74,99.736,100,0.0,15296.0,1,8349,aeruginosa
1_002516,1_LLSG01000001,22,8327,0,99.74,99.736,100,0.0,15296.0,1,8349,aeruginosa
1_002516,1_LJJO01000001,27,8322,0,99.68,99.677,100,0.0,15269.0,1,8349,aeruginosa
1_002516,1_CAADNZ010000001,39,8310,0,99.53,99.53299999999999,100,0.0,15202.0,1,8349,aeruginosa
1_002516,1_FRPH01000139,22,8327,0,99.74,99.736,100,0.0,15296.0,1,8349,aeruginosa
1_002516,1_FRPN01000109,39,8310,0,99.53,99.53299999999999,100,0.0,15202.0,1,8349,aeruginosa
1_002516,1_QVCL01000100,27,8322,0,99.68,99.677,100,0.0,15269.0,1,8349,aeruginosa
1_002516,1_RACW01000535,15,8334,0,99.82,99.82,100,0.0,15335.0,1,8349,aeruginosa
1_002516,1_CWER01000001,23,8326,0,99.72,99.725,100,0.0,15291.0,1,8349,aeruginosa
1_002516,1_PXUG01000095,24,8325,0,99.71,99.713,100,0.0,15285.0,1,8349,aeruginosa
1_002516,1_NSRX01000001,23,8326,0,99.72,99.725,100,0.0,15291.0,1,8349,aeruginosa
1_002516,1_NLBG01000001,19,8330,0,99.77,99.772,100,0.0,15313.0,1,8349,aeruginosa
1_002516,1_RADH01000025,28,8321,0,99.66,99.665,100,0.0,15263.0,1,8349,aeruginosa
1_002516,1_LCSW01000001,22,8327,0,99.74,99.736,100,0.0,15296.0,1,8349,aeruginosa
1_002516,1_RRBK01000100,45,8304,0,99.46,99.461,100,0.0,15169.0,1,8349,aeruginosa
1_002516,1_QZZB01000083,41,8308,0,99.51,99.509,100,0.0,15191.0,1,8349,aeruginosa
1_002516,1_CUWV01000001,52,8297,0,99.38,99.37700000000001,100,0.0,15130.0,1,8349,aeruginosa
1_002516,1_NSXE01000001,20,8329,0,99.76,99.76,100,0.0,15307.0,1,8349,aeruginosa
1_002516,1_QDGQ01000001,37,8312,0,99.56,99.557,100,0.0,15213.0,1,8349,aeruginosa
1_002516,1_CP008859,19,8330,0,99.77,99.772,100,0.0,15313.0,1,8349,aeruginosa
1_002516,1_LJZJ01000001,14,8335,0,99.83,99.83200000000001,100,0.0,15341.0,1,8349,aeruginosa
1_002516,1_JTVI01000001,37,8312,0,99.56,99.557,100,0.0,15213.0,1,8349,aeruginosa
1_002516,1_VTFM01000001,36,8313,0,99.57,99.569,100,0.0,15219.0,1,8349,aeruginosa
1_002516,1_RWOF01000001,28,8321,0,99.66,99.665,100,0.0,15263.0,1,8349,aeruginosa
1_002516,1_QPLW01000010,46,8303,0,99.45,99.449,100,0.0,15163.0,1,8349,aeruginosa
1_002516,1_VTFF01000001,46,8303,0,99.45,99.449,100,0.0,15163.0,1,8349,aeruginosa
1_002516,1_SCYZ01000001,208,8141,0,97.51,97.509,100,0.0,14266.0,1,8349,aeruginosa
1_002516,1_VWQD01000001,46,8303,0,99.45,99.449,100,0.0,15163.0,1,8349,aeruginosa
1_002516,1_LEHZ01000001,22,8327,0,99.74,99.736,100,0.0,15296.0,1,8349,aeruginosa
1_002516,1_JTPZ01000001,37,8312,0,99.56,99.557,100,0.0,15213.0,1,8349,aeruginosa
1_002516,1_JTRJ01000001,46,8303,0,99.45,99.449,100,0.0,15163.0,1,8349,aeruginosa
1_002516,1_NSOV01000001,27,8322,0,99.68,99.677,100,0.0,15269.0,1,8349,aeruginosa
1_002516,1_CP022002,10,8339,0,99.88,99.88,100,0.0,15363.0,1,8349,aeruginosa
1_002516,1_RXBP01000001,36,8313,0,99.57,99.569,100,0.0,15221.0,1,8349,aeruginosa
1_002516,1_NSTG01000001,19,8330,0,99.77,99.772,100,0.0,15313.0,1,8349,aeruginosa
1_002516,1_QZXZ01000047,46,8303,0,99.45,99.449,100,0.0,15163.0,1,8349,aeruginosa
1_002516,1_CVUU01000001,23,8326,0,99.72,99.725,100,0.0,15291.0,1,8349,aeruginosa
1_002516,1_LLNK01000001,40,8309,0,99.52,99.521,100,0.0,15197.0,1,8349,aeruginosa
1_002516,1_FRQO01000063,28,8321,0,99.66,99.665,100,0.0,15263.0,1,8349,aeruginosa
1_002516,1_CWGH01000001,23,8326,0,99.72,99.725,100,0.0,15291.0,1,8349,aeruginosa
1_002516,1_MWXQ01000001,38,8311,0,99.54,99.545,100,0.0,15208.0,1,8349,aeruginosa
1_002516,1_JTWV01000001,28,8321,0,99.66,99.665,100,0.0,15263.0,1,8349,aeruginosa
1_002516,1_QVBM01000099,45,8304,0,99.46,99.461,100,0.0,15169.0,1,8349,aeruginosa
1_002516,1_AYON01000001,19,8330,0,99.77,99.772,100,0.0,15313.0,1,8349,aeruginosa
1_002516,1_JTXT01000001,27,8322,0,99.68,99.677,100,0.0,15269.0,1,8349,aeruginosa
1_002516,1_RWMS01000001,23,8326,0,99.72,99.725,100,0.0,15291.0,1,8349,aeruginosa
1_002516,1_LLVP01000001,23,8326,0,99.72,99.725,100,0.0,15291.0,1,8349,aeruginosa
1_002516,1_QZZJ01000002,39,8310,0,99.53,99.53299999999999,100,0.0,15202.0,1,8349,aeruginosa
1_002516,1_FRPL01000152,39,8310,0,99.53,99.53299999999999,100,0.0,15202.0,1,8349,aeruginosa
1_002516,1_NDFV01000064,37,8312,0,99.56,99.557,100,0.0,15213.0,1,8349,aeruginosa
1_002516,1_RWMA01000001,30,8319,0,99.64,99.641,100,0.0,15252.0,1,8349,aeruginosa
1_002516,1_LLOR01000001,25,8324,0,99.7,99.70100000000001,100,0.0,15280.0,1,8349,aeruginosa
1_002516,1_NIZQ01000100,14,8335,0,99.83,99.83200000000001,100,0.0,15341.0,1,8349,aeruginosa
1_002516,1_CAADLT010000001,33,8316,0,99.6,99.605,100,0.0,15235.0,1,8349,aeruginosa
1_002516,1_CABMLY010000001,40,8309,0,99.52,99.521,100,0.0,15197.0,1,8349,aeruginosa
1_002516,1_FRPR01000088,39,8310,0,99.53,99.53299999999999,100,0.0,15202.0,1,8349,aeruginosa
1_002516,1_LRYO01000001,25,8324,0,99.7,99.70100000000001,100,0.0,15280.0,1,8349,aeruginosa
1_002516,1_LEKC01000001,22,8327,0,99.74,99.736,100,0.0,15296.0,1,8349,aeruginosa
1_002516,1_RXDE01000001,22,8327,0,99.74,99.736,100,0.0,15296.0,1,8349,aeruginosa
1_002516,1_LZQG01000001,20,8329,0,99.76,99.76,100,0.0,15307.0,1,8349,aeruginosa
1_002516,1_FRJS01000240,51,8298,0,99.39,99.389,100,0.0,15136.0,1,8349,aeruginosa
1_002516,1_RWPJ01000001,21,8328,0,99.75,99.74799999999999,100,0.0,15302.0,1,8349,aeruginosa
1_002516,1_CAADNI010000001,15,8334,0,99.82,99.82,100,0.0,15335.0,1,8349,aeruginosa
1_002516,1_CCOZ01000001,22,8327,0,99.74,99.736,100,0.0,15296.0,1,8349,aeruginosa
1_002516,1_FRWA01000325,43,8306,0,99.48,99.485,100,0.0,15180.0,1,8349,aeruginosa
1_002516,1_LN871187,0,8349,0,100.0,100.0,100,0.0,15418.0,1,8349,aeruginosa
1_002516,1_JUKR01000001,21,8328,0,99.75,99.74799999999999,100,0.0,15302.0,1,8349,aeruginosa
1_002516,1_RHTA01000100,45,8304,0,99.46,99.461,100,0.0,15169.0,1,8349,aeruginosa
1_002516,1_JTUI01000001,10,8339,0,99.88,99.88,100,0.0,15363.0,1,8349,aeruginosa
1_002516,1_JTYF01000001,23,8326,0,99.72,99.725,100,0.0,15291.0,1,8349,aeruginosa
1_002516,1_LVEE01000001,45,8304,0,99.46,99.461,100,0.0,15169.0,1,8349,aeruginosa
1_002516,1_FRLZ01000072,26,8323,0,99.69,99.689,100,0.0,15274.0,1,8349,aeruginosa
1_002516,1_FRHL01000110,25,8324,0,99.7,99.70100000000001,100,0.0,15280.0,1,8349,aeruginosa
1_002516,1_NRBV01000001,25,8324,0,99.7,99.70100000000001,100,0.0,15280.0,1,8349,aeruginosa
1_002516,1_QVCP01000100,24,8325,0,99.71,99.713,100,0.0,15285.0,1,8349,aeruginosa
1_002516,1_CAADOH010000001,21,8328,0,99.75,99.74799999999999,100,0.0,15302.0,1,8349,aeruginosa
1_002516,1_RXEN01000001,11,8338,0,99.87,99.868,100,0.0,15357.0,1,8349,aeruginosa
1_002516,1_MAZE01000063,17,8332,0,99.8,99.796,100,0.0,15324.0,1,8349,aeruginosa
1_002516,1_JTQF01000001,46,8303,0,99.45,99.449,100,0.0,15163.0,1,8349,aeruginosa
1_002516,1_LEGN01000001,22,8327,0,99.74,99.736,100,0.0,15296.0,1,8349,aeruginosa
1_002516,1_JTYT01000001,46,8303,0,99.45,99.449,100,0.0,15163.0,1,8349,aeruginosa
1_002516,1_JTTY01000001,21,8328,0,99.75,99.74799999999999,100,0.0,15302.0,1,8349,aeruginosa
1_002516,1_LEIL01000001,22,8327,0,99.74,99.736,100,0.0,15296.0,1,8349,aeruginosa
1_002516,1_FRJA01000198,36,8313,0,99.57,99.569,100,0.0,15219.0,1,8349,aeruginosa
1_002516,1_FRVN01000240,22,8327,0,99.74,99.736,100,0.0,15296.0,1,8349,aeruginosa
1_002516,1_FRHS01000165,17,8332,0,99.8,99.796,100,0.0,15324.0,1,8349,aeruginosa
1_002516,1_QVCC01000100,31,8318,0,99.63,99.62899999999999,100,0.0,15247.0,1,8349,aeruginosa
1_002516,1_RXVE01000001,21,8328,0,99.75,99.74799999999999,100,0.0,15302.0,1,8349,aeruginosa
1_002516,1_MWLC02000088,27,8322,0,99.68,99.677,100,0.0,15269.0,1,8349,aeruginosa
1_002516,1_NSOJ01000001,15,8334,0,99.82,99.82,100,0.0,15335.0,1,8349,aeruginosa
1_002516,1_CVVN01000001,23,8326,0,99.72,99.725,100,0.0,15291.0,1,8349,aeruginosa
1_002516,1_CAADLW010000001,20,8329,0,99.76,99.76,100,0.0,15307.0,1,8349,aeruginosa
1_002516,1_JTUU01000001,24,8325,0,99.71,99.713,100,0.0,15285.0,1,8349,aeruginosa
1_002516,1_CBYA010000001,46,8303,0,99.45,99.449,100,0.0,15163.0,1,8349,aeruginosa
1_002516,1_RXVW01000001,17,8332,0,99.8,99.796,100,0.0,15324.0,1,8349,aeruginosa
1_002516,1_FRIB01000189,18,8331,0,99.78,99.78399999999999,100,0.0,15319.0,1,8349,aeruginosa
1_002516,16_JUKO01000040,21,8328,0,99.75,99.74799999999999,100,0.0,15302.0,1,8349,aeruginosa
1_002516,1_FRMK01000067,26,8323,0,99.69,99.689,100,0.0,15274.0,1,8349,aeruginosa
1_002516,1_QVDH01000099,24,8325,0,99.71,99.713,100,0.0,15285.0,1,8349,aeruginosa
1_002516,1_CVUS01000001,23,8326,0,99.72,99.725,100,0.0,15291.0,1,8349,aeruginosa
1_002516,1_CAADLN010000001,51,8298,0,99.39,99.389,100,0.0,15136.0,1,8349,aeruginosa
1_002516,1_RXCP01000001,26,8323,0,99.69,99.689,100,0.0,15274.0,1,8349,aeruginosa
1_002516,1_NSUT01000001,22,8327,0,99.74,99.736,100,0.0,15296.0,1,8349,aeruginosa
1_002516,1_CVXA01000001,23,8326,0,99.72,99.725,100,0.0,15291.0,1,8349,aeruginosa
1_002516,1_FRNU01000178,27,8322,0,99.68,99.677,100,0.0,15269.0,1,8349,aeruginosa
1_002516,1_LKIS01000001,20,8329,0,99.76,99.76,100,0.0,15307.0,1,8349,aeruginosa
1_002516,1_FRSS01000479,21,8328,0,99.75,99.74799999999999,100,0.0,15302.0,1,8349,aeruginosa
1_002516,1_KI518835,33,8316,0,99.6,99.605,100,0.0,15235.0,1,8349,aeruginosa
1_002516,1_NSZL01000001,17,8332,0,99.8,99.796,100,0.0,15324.0,1,8349,aeruginosa
1_002516,1_NFFL01000010,18,8331,0,99.78,99.78399999999999,100,0.0,15319.0,1,8349,aeruginosa
1_002516,1_FRHQ01000284,17,8332,0,99.8,99.796,100,0.0,15324.0,1,8349,aeruginosa
1_002516,1_CUXY01000001,20,8329,6,99.69,99.689,100,0.0,15280.0,1,8349,aeruginosa
1_002516,1_FRRQ01000051,12,8337,0,99.86,99.85600000000001,100,0.0,15352.0,1,8349,aeruginosa
1_002516,1_UGUM01000004,44,8305,0,99.47,99.473,100,0.0,15175.0,1,8349,aeruginosa
1_002516,1_LLSY01000001,16,8333,0,99.81,99.80799999999999,100,0.0,15330.0,1,8349,aeruginosa
1_002516,1_MCMH01000001,33,8316,0,99.6,99.605,100,0.0,15235.0,1,8349,aeruginosa
1_002516,1_RXWC01000001,24,8325,0,99.71,99.713,100,0.0,15285.0,1,8349,aeruginosa
1_002516,1_RWRV01000001,22,8327,0,99.74,99.736,100,0.0,15296.0,1,8349,aeruginosa
1_002516,1_QVCF01000100,23,8326,0,99.72,99.725,100,0.0,15291.0,1,8349,aeruginosa
1_002516,1_CP011369,31,8318,0,99.63,99.62899999999999,100,0.0,15247.0,1,8349,aeruginosa
1_002516,1_FRVV01000390,43,8306,0,99.48,99.485,100,0.0,15180.0,1,8349,aeruginosa
1_002516,1_NSXC01000001,12,8337,0,99.86,99.85600000000001,100,0.0,15352.0,1,8349,aeruginosa
1_002516,1_VJMU01000010,19,8330,0,99.77,99.772,100,0.0,15313.0,1,8349,aeruginosa
1_002516,1_LEHM01000001,22,8327,0,99.74,99.736,100,0.0,15296.0,1,8349,aeruginosa
1_002516,1_CUYF01000001,35,8314,0,99.58,99.581,100,0.0,15224.0,1,8349,aeruginosa
1_002516,1_RWQX01000001,23,8326,0,99.72,99.725,100,0.0,15291.0,1,8349,aeruginosa
1_002516,1_CP012581,44,8305,0,99.47,99.473,100,0.0,15175.0,1,8349,aeruginosa
1_002516,1_NRCH01000001,41,8308,0,99.51,99.509,100,0.0,15191.0,1,8349,aeruginosa
1_002516,1_LLVO01000001,23,8326,0,99.72,99.725,100,0.0,15291.0,1,8349,aeruginosa
1_002516,1_LLLW01000001,44,8305,0,99.47,99.473,100,0.0,15175.0,1,8349,aeruginosa
1_002516,1_VUNV01000100,18,8331,0,99.78,99.78399999999999,100,0.0,15319.0,1,8349,aeruginosa
1_002516,1_CVVM01000001,23,8326,0,99.72,99.725,100,0.0,15291.0,1,8349,aeruginosa
1_002516,1_VZIU01000100,19,8330,0,99.77,99.772,100,0.0,15313.0,1,8349,aeruginosa
1_002516,1_NSNA01000001,19,8330,0,99.77,99.772,100,0.0,15313.0,1,8349,aeruginosa
1_002516,1_FRRZ01000058,12,8337,0,99.86,99.85600000000001,100,0.0,15352.0,1,8349,aeruginosa
1_002516,1_NFGE01000100,17,8332,0,99.8,99.796,100,0.0,15324.0,1,8349,aeruginosa
1_002516,1_CP008869,26,8323,0,99.69,99.689,100,0.0,15274.0,1,8349,aeruginosa
1_002516,1_RWRL01000001,9,8340,0,99.89,99.89200000000001,100,0.0,15368.0,1,8349,aeruginosa
1_002516,1_NSON01000001,27,8322,0,99.68,99.677,100,0.0,15269.0,1,8349,aeruginosa
1_002516,1_NSST01000001,226,8123,0,97.29,97.29299999999999,100,0.0,14166.0,1,8349,aeruginosa
1_002516,1_LLRZ01000001,45,8304,0,99.46,99.461,100,0.0,15169.0,1,8349,aeruginosa
1_002516,1_VAVW01000001,23,8326,0,99.72,99.725,100,0.0,15291.0,1,8349,aeruginosa
1_002516,1_JTRX01000001,14,8335,0,99.83,99.83200000000001,100,0.0,15341.0,1,8349,aeruginosa
1_002516,1_RXUB01000001,240,8109,0,97.13,97.125,100,0.0,14089.0,1,8349,aeruginosa
1_002516,1_CUXJ01000001,52,8297,0,99.38,99.37700000000001,100,0.0,15130.0,1,8349,aeruginosa
1_002516,1_FRWC01000476,43,8306,0,99.48,99.485,100,0.0,15180.0,1,8349,aeruginosa
1_002516,1_QVBG01000100,24,8325,0,99.71,99.713,100,0.0,15285.0,1,8349,aeruginosa
1_002516,1_NSPU01000001,23,8326,0,99.72,99.725,100,0.0,15291.0,1,8349,aeruginosa
1_002516,1_FRNH01000159,40,8309,0,99.52,99.521,100,0.0,15197.0,1,8349,aeruginosa
1_002516,1_RAFR01000579,22,8327,0,99.74,99.736,100,0.0,15296.0,1,8349,aeruginosa
1_002516,1_RWSF01000001,23,8326,0,99.72,99.725,100,0.0,15291.0,1,8349,aeruginosa
1_002516,1_RACS01000023,17,8332,0,99.8,99.796,100,0.0,15324.0,1,8349,aeruginosa
1_002516,1_JVUW01000065,17,8332,0,99.8,99.796,100,0.0,15324.0,1,8349,aeruginosa
1_002516,1_NIJE01000001,45,8304,0,99.46,99.461,100,0.0,15169.0,1,8349,aeruginosa
1_002516,1_JNHD01000001,45,8304,0,99.46,99.461,100,0.0,15169.0,1,8349,aeruginosa
1_002516,1_JTMD01000001,28,8321,0,99.66,99.665,100,0.0,15263.0,1,8349,aeruginosa
1_002516,1_LSAI01000001,22,8327,0,99.74,99.736,100,0.0,15296.0,1,8349,aeruginosa
1_002516,1_LLPE01000001,26,8323,0,99.69,99.689,100,0.0,15274.0,1,8349,aeruginosa
1_002516,1_FRML01000086,26,8323,0,99.69,99.689,100,0.0,15274.0,1,8349,aeruginosa
1_002516,1_FRWF01000264,43,8306,0,99.48,99.485,100,0.0,15180.0,1,8349,aeruginosa
1_002516,1_NSVA01000001,27,8322,0,99.68,99.677,100,0.0,15269.0,1,8349,aeruginosa
1_002516,1_LLML01000001,36,8313,0,99.57,99.569,100,0.0,15219.0,1,8349,aeruginosa
1_002516,1_VIHV01000100,31,8318,0,99.63,99.62899999999999,100,0.0,15247.0,1,8349,aeruginosa
1_002516,1_NSTY01000001,27,8322,0,99.68,99.677,100,0.0,15269.0,1,8349,aeruginosa
1_002516,1_CP034368,44,8305,0,99.47,99.473,100,0.0,15175.0,1,8349,aeruginosa
1_002516,1_CVWL01000001,23,8326,0,99.72,99.725,100,0.0,15291.0,1,8349,aeruginosa
1_002516,1_LDLF01000001,22,8327,0,99.74,99.736,100,0.0,15296.0,1,8349,aeruginosa
1_002516,1_NSTV01000001,35,8314,0,99.58,99.581,100,0.0,15224.0,1,8349,aeruginosa
1_002516,1_CVWM01000001,23,8326,0,99.72,99.725,100,0.0,15291.0,1,8349,aeruginosa
1_002516,1_RAFW01000130,19,8330,0,99.77,99.772,100,0.0,15313.0,1,8349,aeruginosa
1_002516,1_RXWE01000001,43,8306,0,99.48,99.485,100,0.0,15180.0,1,8349,aeruginosa
1_002516,1_JUAT01000001,30,8319,0,99.64,99.641,100,0.0,15252.0,1,8349,aeruginosa
1_002516,1_RAGB01000136,27,8322,0,99.68,99.677,100,0.0,15269.0,1,8349,aeruginosa
1_002516,1_QZZU01000005,24,8325,0,99.71,99.713,100,0.0,15285.0,1,8349,aeruginosa
1_002516,1_LEHK01000001,22,8327,0,99.74,99.736,100,0.0,15296.0,1,8349,aeruginosa
1_002516,1_KI518915,10,8339,0,99.88,99.88,100,0.0,15363.0,1,8349,aeruginosa
1_002516,1_LLLY01000001,46,8303,0,99.45,99.449,100,0.0,15163.0,1,8349,aeruginosa
1_002516,1_FRNT01000096,27,8322,0,99.68,99.677,100,0.0,15269.0,1,8349,aeruginosa
1_002516,1_RXWP01000001,24,8325,0,99.71,99.713,100,0.0,15285.0,1,8349,aeruginosa
1_002516,1_NFGM01000010,16,8333,0,99.81,99.80799999999999,100,0.0,15330.0,1,8349,aeruginosa
1_002516,1_JTMT01000001,1,8348,0,99.99,99.988,100,0.0,15413.0,1,8349,aeruginosa
1_002516,1_QVDE01000099,24,8325,0,99.71,99.713,100,0.0,15285.0,1,8349,aeruginosa
1_002516,1_LFMN01000001,28,8321,0,99.66,99.665,100,0.0,15263.0,1,8349,aeruginosa
1_002516,1_RWUO01000001,35,8314,0,99.58,99.581,100,0.0,15224.0,1,8349,aeruginosa
1_002516,1_NSPG01000001,18,8331,0,99.78,99.78399999999999,100,0.0,15320.0,1,8349,aeruginosa
1_002516,1_QVBC01000100,23,8326,0,99.72,99.725,100,0.0,15291.0,1,8349,aeruginosa
